Assembly Accession	TaxID	Organism	Assembly Level	Chromsome Count	Total Length	Contig Count	Contig N50	Scaffold Count	Scaffold N50	Read Coverage	Submission Date	Latest Update	Bio Source	GC Content	ATCC Catalog
GCF_001999365.1	1313	Streptococcus pneumoniae (firmicutes)	Scaffold	0	2024313	60	72282	55	77215	105	2017/02/13 00:00	2017/03/15 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6305')]))])), ('Sex', None), ('Isolate', None)])	0.3960	6305
GCF_001999625.1	1201292	Enterococcus faecalis ATCC 29212 (firmicutes)	Contig	0	3011263	49	151086	49	151086	104	2017/02/13 00:00	2017/02/20 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 29212')]))])), ('Sex', None), ('Isolate', None)])	0.3731	29212
GCF_001999685.1	644	Aeromonas hydrophila (g-proteobacteria)	Scaffold	0	4673830	141	132049	132	140611	86	2017/02/13 00:00	2017/02/20 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 7966')]))])), ('Sex', None), ('Isolate', None)])	0.6162	7966
GCF_001999745.1	1282	Staphylococcus epidermidis (firmicutes)	Contig	0	2527072	154	71353	154	71353	106	2017/02/13 00:00	2017/02/20 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 12228')]))])), ('Sex', None), ('Isolate', None)])	0.3188	12228
GCF_002003265.1	147375	Paenibacillus larvae subsp. larvae (firmicutes)	Complete Genome	1	4289950	1	4289950	1	4289950	147.4	2017/02/17 00:00	2017/02/20 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 9545')]))])), ('Sex', None), ('Isolate', None)])	0.4416	9545
GCF_002008145.1	1509	Clostridium sporogenes (firmicutes)	Contig	0	4109888	42	282049	42	282049	201	2017/02/28 00:00	2018/06/05 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 3584')]))])), ('Sex', None), ('Isolate', None)])	0.2781	3584
GCF_002025145.1	1280	Staphylococcus aureus (firmicutes)	Complete Genome	1	2800610	2	2772993	2	2772993	100	2017/03/13 00:00	2017/03/15 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6538')]))])), ('Sex', None), ('Isolate', None)])	0.3286	6538
gcf_002055535.1	1314	Streptococcus pyogenes (firmicutes)	Complete Genome	1	1914862	1	1914862	1	1914862	100	2015/03/22 00:00	2017/03/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC8198')]))])), ('Sex', None), ('Isolate', None)])	0.3850	12344
GCF_002087985.1	562	Escherichia coli (E. coli)	Scaffold	0	4685496	74	149239	63	149239	156.4	2017/04/12 00:00	2017/04/17 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 10798')]))])), ('Sex', None), ('Isolate', None)])	0.5072	10798
GCF_002088015.1	47770	Lactobacillus crispatus (firmicutes)	Scaffold	0	2069542	130	32277	129	32277	101.4	2017/04/12 00:00	2017/04/17 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33820')]))])), ('Sex', None), ('Isolate', None)])	0.3663	33820
GCF_002088025.1	1000570	Streptococcus anginosus SK52 = DSM 20563 (firmicutes)	Contig	0	1904351	9	1099967	9	1099967	468	2017/04/12 00:00	2017/04/17 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33397')]))])), ('Sex', None), ('Isolate', None)])	0.3863	33397
GCF_002088075.1	1270	Micrococcus luteus (high GC Gram+)	Scaffold	0	2411958	127	31560	126	31560	268.7	2017/04/12 00:00	2017/04/17 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 12698')]))])), ('Sex', None), ('Isolate', None)])	0.7314	12698
GCF_002119445.1	1428	Bacillus thuringiensis (firmicutes)	Complete Genome	1	6316280	6	5427594	6	5427594	9	2017/05/09 00:00	2017/06/15 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 10792')]))])), ('Sex', None), ('Isolate', None)])	0.3495	10792
GCF_002144055.1	562	Escherichia coli (E. coli)	Scaffold	0	5316531	133	142873	133	142873	59	2017/05/16 00:00	2017/05/24 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35150_1')]))])), ('Sex', None), ('Isolate', None)])	0.5027	35150
GCF_002144065.1	562	Escherichia coli (E. coli)	Scaffold	0	5314785	129	151555	129	151555	82	2017/05/16 00:00	2017/05/24 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35150_100')]))])), ('Sex', None), ('Isolate', None)])	0.5027	35150
GCF_002221975.1	376686	Flavobacterium johnsoniae UW101 (CFB group bacteria)	Scaffold	0	6041815	69	287579	60	302295	61.8	2017/07/20 00:00	2017/07/22 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 17061')]))])), ('Sex', None), ('Isolate', None)])	0.3405	17061
GCF_002224265.1	1219061	Vibrio vulnificus NBRC 15645 = ATCC 27562 (g-proteobacteria)	Complete Genome	2	5007160	2	3266118	2	3266118	0	2017/07/24 00:00	2021/02/05 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 27562')]))])), ('Sex', None), ('Isolate', None)])	0.4674	27562
GCF_002234575.2	208479	Enterocloster bolteae (firmicutes)	Complete Genome	1	6614036	2	6570176	2	6570176	20	2017/08/30 00:00	2017/09/20 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC BAA-613')]))])), ('Sex', None), ('Isolate', None)])	0.4905	BAA-613
GCF_002370965.1	1590	Lactiplantibacillus plantarum (firmicutes)	Contig	0	3212397	28	392546	28	392546	86	2017/09/26 00:00	2017/09/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 8014')]))])), ('Sex', None), ('Isolate', None)])	0.4448	8014
GCF_002441815.1	1360	Lactococcus lactis subsp. lactis (firmicutes)	Contig	0	2463410	76	137627	76	137627	100	2017/10/04 00:00	2017/10/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19435')]))])), ('Sex', None), ('Isolate', None)])	0.3523	19435
GCF_002563335.1	287	Pseudomonas aeruginosa (g-proteobacteria)	Contig	0	6342489	59	290774	59	290774	126	2017/10/17 00:00	2017/10/19 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 9027')]))])), ('Sex', None), ('Isolate', None)])	0.6665	9027
GCF_002601815.1	287	Pseudomonas aeruginosa (g-proteobacteria)	Scaffold	0	6350027	58	389166	56	406716	126	2017/10/20 00:00	2017/10/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 9027')]))])), ('Sex', None), ('Isolate', None)])	0.6665	9027
GCF_002631775.1	1590	Lactiplantibacillus plantarum (firmicutes)	Scaffold	0	3254764	71	229667	71	229667	399	2017/10/23 00:00	2017/10/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 8014')]))])), ('Sex', None), ('Isolate', None)])	0.4450	8014
GCF_002749655.1	1590	Lactiplantibacillus plantarum (firmicutes)	Complete Genome	1	3309473	5	3202808	5	3202808	300	2017/11/03 00:00	2017/11/06 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 8014')]))])), ('Sex', None), ('Isolate', None)])	0.4447	8014
GCF_002811175.1	575584	Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841 (g-proteobacteria)	Scaffold	0	3980527	13	693880	13	693880	300	2017/12/05 00:00	2017/12/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19606')]))])), ('Sex', None), ('Isolate', None)])	0.3911	19606
GCF_002847405.1	1718	Corynebacterium glutamicum (high GC Gram+)	Complete Genome	1	3316624	1	3316624	1	3316624	12	2017/12/27 00:00	2018/01/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13032')]))])), ('Sex', None), ('Isolate', None)])	0.5381	13032
GCF_002847425.1	1718	Corynebacterium glutamicum (high GC Gram+)	Complete Genome	1	3345724	1	3345724	1	3345724	12	2017/12/27 00:00	2018/01/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'HA')]))])), ('Sex', None), ('Isolate', None)])	0.5381	13032
GCF_002848345.1	2059672	Chromobacterium sp. ATCC 53434 (b-proteobacteria)	Complete Genome	1	5138981	1	5138981	1	5138981	225	2017/12/28 00:00	2018/01/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 53434')]))])), ('Sex', None), ('Isolate', None)])	0.6513	53434
GCF_002892575.1	431947	Porphyromonas gingivalis ATCC 33277 (CFB group bacteria)	Complete Genome	1	2379874	1	2379874	1	2379874	29.9	2018/01/19 00:00	2018/01/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33277')]))])), ('Sex', None), ('Isolate', None)])	0.4836	33277
GCF_002899365.1	911022	Serratia marcescens subsp. marcescens ATCC 13880 (enterobacteria)	Scaffold	0	5084329	39	318210	34	318210	68	2018/01/24 00:00	2018/01/26 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13880')]))])), ('Sex', None), ('Isolate', None)])	0.5983	13880
gcf_002901705.1	28035	Staphylococcus lugdunensis (firmicutes)	Scaffold	0	2519514	66	94638	20	1289453	35.15	2018/01/27 00:00	2018/01/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 12217')]))])), ('Sex', None), ('Isolate', None)])	0.3372	43809
gcf_002901765.1	1292	Staphylococcus warneri (firmicutes)	Scaffold	0	2401190	51	115611	31	582236	35.2	2018/01/27 00:00	2018/01/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 11044')]))])), ('Sex', None), ('Isolate', None)])	0.3266	27836
gcf_002901805.1	1283	Staphylococcus haemolyticus (firmicutes)	Scaffold	0	2472399	136	55720	92	108611	35.24	2018/01/27 00:00	2018/01/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 11042')]))])), ('Sex', None), ('Isolate', None)])	0.3269	29970
gcf_002901845.1	145391	Staphylococcus hominis subsp. hominis (firmicutes)	Scaffold	0	2204528	64	144174	30	406177	47.59	2018/01/27 00:00	2018/01/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 11320')]))])), ('Sex', None), ('Isolate', None)])	0.3138	27844
gcf_002901945.1	46126	Staphylococcus chromogenes (firmicutes)	Scaffold	0	2276768	120	55359	117	55359	35.94	2018/01/27 00:00	2018/01/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 10530')]))])), ('Sex', None), ('Isolate', None)])	0.3663	43764
gcf_002902025.2	29385	Staphylococcus saprophyticus (firmicutes)	Scaffold	0	2589171	153	46677	123	57930	90.52	2018/12/24 00:00	2018/12/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 7292')]))])), ('Sex', None), ('Isolate', None)])	0.3300	15305
gcf_002902725.1	29380	Staphylococcus caprae (firmicutes)	Scaffold	0	2606761	106	62212	101	70101	62.25	2018/01/27 00:00	2018/01/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 12196')]))])), ('Sex', None), ('Isolate', None)])	0.3351	35538
GCF_002943685.1	294	Pseudomonas fluorescens (g-proteobacteria)	Scaffold	0	6442614	120	120752	115	120752	24.9	2018/02/26 00:00	2018/03/02 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13525')]))])), ('Sex', None), ('Isolate', None)])	0.6004	13525
GCF_002959675.1	208479	Enterocloster bolteae (firmicutes)	Contig	0	6644216	6	6568232	6	6568232	45	2018/02/27 00:00	2018/03/05 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC BAA-613')]))])), ('Sex', None), ('Isolate', None)])	0.4904	BAA-613
GCF_002959915.1	1128111	Veillonella atypica KON (firmicutes)	Contig	0	2037410	11	300566	11	300566	100	2018/02/27 00:00	2018/03/05 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 17744')]))])), ('Sex', None), ('Isolate', None)])	0.3902	17744
GCF_003019785.1	525283	Fusobacterium nucleatum subsp. nucleatum ATCC 23726 (fusobacteria)	Complete Genome	1	2299539	1	2299539	1	2299539	35	2018/03/26 00:00	2018/03/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 23726')]))])), ('Sex', None), ('Isolate', None)])	0.2718	23726
GCF_003030305.1	1747	Cutibacterium acnes (high GC Gram+)	Complete Genome	1	2495001	1	2495001	1	2495001	100	2018/04/02 00:00	2018/04/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6919')]))])), ('Sex', None), ('Isolate', None)])	0.6003	6919
GCF_003031895.1	1639	Listeria monocytogenes (firmicutes)	Complete Genome	1	2950984	1	2950984	1	2950984	267	2018/04/03 00:00	2018/04/18 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13932')]))])), ('Sex', None), ('Isolate', None)])	0.3799	13932
GCF_003034925.1	2702	Gardnerella vaginalis (high GC Gram+)	Contig	0	1701439	18	223562	18	223562	106.34	2018/04/05 00:00	2018/04/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 49145')]))])), ('Sex', None), ('Isolate', None)])	0.4120	49145
GCF_003052445.1	1280	Staphylococcus aureus (firmicutes)	Contig	0	2833835	34	175301	34	175301	358	2018/04/16 00:00	2018/04/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 43300')]))])), ('Sex', None), ('Isolate', None)])	0.3268	43300
GCF_003054575.1	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821 (a-proteobacteria)	Complete Genome	1	2200312	5	2058755	5	2058755	1854	2018/04/17 00:00	2018/04/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ZM4 = ATCC 31821')]))])), ('Sex', None), ('Isolate', None)])	0.4613	31821
GCF_003143955.1	1650	Kurthia zopfii (firmicutes)	Contig	0	2878279	110	59099	110	59099	344	2018/05/20 00:00	2018/05/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33403')]))])), ('Sex', None), ('Isolate', None)])	0.3705	33403
GCF_003181175.1	1463164	Klebsiella quasipneumoniae subsp. similipneumoniae (enterobacteria)	Complete Genome	1	5514898	3	5285790	3	5285790	50	2018/05/31 00:00	2018/06/02 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 700603')]))])), ('Sex', None), ('Isolate', None)])	0.5773	700603
GCF_003324185.1	853	Faecalibacterium prausnitzii (firmicutes)	Contig	0	3031166	76	136767	76	136767	300	2018/07/16 00:00	2018/07/18 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 27768')]))])), ('Sex', None), ('Isolate', None)])	0.5645	27768
GCF_003340105.1	84112	Eggerthella lenta (actinobacteria)	Scaffold	0	3596161	76	100510	75	100510	323	2018/07/25 00:00	2018/07/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25559')]))])), ('Sex', None), ('Isolate', None)])	0.6419	25559
GCF_003397685.1	585528	Gardnerella vaginalis ATCC 14018 = JCM 11026 (high GC Gram+)	Contig	0	1661998	2	1544373	2	1544373	588	2018/08/16 00:00	2018/08/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14018')]))])), ('Sex', None), ('Isolate', None)])	0.4132	14018
GCF_003417435.1	1136873	Bacillus subtilis KCTC 1028 = ATCC 6051a (firmicutes)	Contig	0	4240294	82	926866	82	926866	165	2018/08/22 00:00	2018/09/01 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6051a')]))])), ('Sex', None), ('Isolate', None)])	0.4330	6051
GCF_003546465.1	983594	Burkholderia cepacia ATCC 25416 (b-proteobacteria)	Complete Genome	3	8567011	4	3396456	4	3396456	280	2014/09/18 00:00	2018/09/13 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25416')]))])), ('Sex', None), ('Isolate', None)])	0.6661	25416
GCF_003591595.1	481805	Escherichia coli ATCC 8739 (E. coli)	Complete Genome	1	4746918	1	4746918	1	4746918	141.55	2018/09/24 00:00	2018/09/26 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 8739')]))])), ('Sex', None), ('Isolate', None)])	0.5087	8739
GCF_003697165.2	866789	Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 (E. coli)	Complete Genome	1	5034834	2	4903501	2	4903501	800	2018/12/20 00:00	2018/12/27 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 11775')]))])), ('Sex', None), ('Isolate', None)])	0.5064	11775
GCF_003864015.1	90371	Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	Complete Genome	1	4965568	2	4869644	2	4869644	545	2018/12/05 00:00	2021/02/05 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14028')]))])), ('Sex', None), ('Isolate', None)])	0.5222	14028
GCF_003864055.1	115981	Salmonella enterica subsp. enterica serovar Montevideo (enterobacteria)	Complete Genome	1	4759051	1	4759051	1	4759051	382	2018/12/05 00:00	2021/08/15 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 8387')]))])), ('Sex', None), ('Isolate', None)])	0.5225	8387
GCF_003957875.1	911022	Serratia marcescens subsp. marcescens ATCC 13880 (enterobacteria)	Contig	0	5044366	661	13688	661	13688	325	2018/12/21 00:00	2018/12/27 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13880')]))])), ('Sex', None), ('Isolate', None)])	0.5954	13880
GCF_003966485.1	1313	Streptococcus pneumoniae (firmicutes)	Complete Genome	1	2096423	1	2096423	1	2096423	569	2018/10/13 00:00	2018/12/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 49619')]))])), ('Sex', None), ('Isolate', None)])	0.3967	49619
gcf_003968865.1	74707	Staphylococcus schleiferi subsp. schleiferi (firmicutes)	Scaffold	0	2473007	172	38940	156	40562	90.36	2018/12/24 00:00	2021/07/17 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 12218')]))])), ('Sex', None), ('Isolate', None)])	0.3592	43808
GCF_004101945.1	1423	Bacillus subtilis (firmicutes)	Complete Genome	1	4110138	1	4110138	1	4110138	150	2019/01/22 00:00	2019/01/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 11774')]))])), ('Sex', None), ('Isolate', None)])	0.4351	11774
GCF_004151095.1	1322345	Escherichia coli ATCC 25922 (E. coli)	Contig	0	5122028	156	137088	156	137088	80	2019/02/08 00:00	2019/02/16 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25922')]))])), ('Sex', None), ('Isolate', None)])	0.5038	25922
GCF_004168305.2	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821 (a-proteobacteria)	Complete Genome	1	2197925	5	2056361	5	2056361	613	2019/03/07 00:00	2020/08/19 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ZM4')]))])), ('Sex', None), ('Isolate', None)])	0.4613	31821
GCF_004295525.1	210	Helicobacter pylori (e-proteobacteria)	Complete Genome	1	1680829	1	1680829	1	1680829	30	2019/01/17 00:00	2021/02/26 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 43504')]))])), ('Sex', None), ('Isolate', None)])	0.3883	43504
GCF_004336685.1	585528	Gardnerella vaginalis ATCC 14018 = JCM 11026 (high GC Gram+)	Contig	0	1657111	14	323668	14	323668	204.72	2019/03/09 00:00	2019/03/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14018')]))])), ('Sex', None), ('Isolate', None)])	0.4131	14018
GCF_004354475.1	214326	Latilactobacillus sakei subsp. sakei (firmicutes)	Contig	0	1936187	27	240687	27	240687	60	2019/03/18 00:00	2019/03/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 15521')]))])), ('Sex', None), ('Isolate', None)])	0.4112	15521
GCF_004354485.1	1360	Lactococcus lactis subsp. lactis (firmicutes)	Scaffold	0	2627820	88	161786	82	161786	60	2019/03/18 00:00	2019/03/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19435')]))])), ('Sex', None), ('Isolate', None)])	0.3544	19435
GCF_004354505.1	1308	Streptococcus thermophilus (firmicutes)	Scaffold	0	2074705	88	55173	86	55173	60	2019/03/18 00:00	2019/03/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19258')]))])), ('Sex', None), ('Isolate', None)])	0.3894	19258
GCF_004354655.1	47714	Lacticaseibacillus paracasei subsp. paracasei (firmicutes)	Scaffold	0	3003415	127	56289	125	56289	60	2019/03/18 00:00	2019/03/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25302')]))])), ('Sex', None), ('Isolate', None)])	0.4648	25302
GCF_004355265.1	1254	Pediococcus acidilactici (firmicutes)	Complete Genome	1	2009598	1	2009598	1	2009598	531	2019/03/19 00:00	2019/03/21 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 8042')]))])), ('Sex', None), ('Isolate', None)])	0.4212	8042
GCF_004794235.2	400667	Acinetobacter baumannii ATCC 17978 (g-proteobacteria)	Chromosome	1	4019123	5	2413749	4	3955141	322.69	2019/08/02 00:00	2019/08/26 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 17978 substr. Lab-WT')]))])), ('Sex', None), ('Isolate', None)])	0.3896	17978
GCF_004794275.2	400667	Acinetobacter baumannii ATCC 17978 (g-proteobacteria)	Chromosome	1	3971718	2	2431377	1	3971718	299.8	2019/07/26 00:00	2019/08/26 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 17978 substr. PMR-Low')]))])), ('Sex', None), ('Isolate', None)])	0.3895	17978
GCF_004797155.2	400667	Acinetobacter baumannii ATCC 17978 (g-proteobacteria)	Complete Genome	1	4016303	3	3955017	3	3955017	247.19	2019/07/26 00:00	2019/08/26 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 17978 substr. PMR-High')]))])), ('Sex', None), ('Isolate', None)])	0.3892	17978
GCF_004803795.1	203	Campylobacter rectus (e-proteobacteria)	Complete Genome	1	2571679	1	2571679	1	2571679	814	2019/04/23 00:00	2020/05/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33238')]))])), ('Sex', None), ('Isolate', None)])	0.4472	33238
